headline,article_title,article_url,cluster,category
"Trump, Congress and city council: Managing relationships, DC’s mayor walks a tightrope","Trump, Congress and city council: Managing relationships, DC’s mayor walks a tightrope",https://apnews.com/article/dc-budget-trump-mayor-congress-city-council-a8b559ad96794edbcd4bde6a7f696381,1,Politics
The stars are still aligned in golf as the PGA Championship nears,The stars are still aligned in golf as the PGA Championship nears,https://apnews.com/article/scheffler-dechambeau-mcilroy-spieth-pga-championship-118eb4085a99cac2a927b8e938aab7a0,3,Sports
Mitchell and shorthanded Cavaliers don’t have enough at the end and go down 2-0 in series to Pacers,Mitchell and shorthanded Cavaliers don’t have enough at the end and go down 2-0 in series to Pacers,https://apnews.com/article/nba-playoffs-cavaliers-pacers-f7f0f008ad0680a8ca055ab399a54deb,3,Sports
Warriors take Game 1 from cold-shooting Wolves 99-88 despite Curry’s departure with hamstring strain,Warriors take Game 1 from cold-shooting Wolves 99-88 despite Curry’s departure with hamstring strain,https://apnews.com/article/nba-playoffs-warriors-timberwolves-score-bb7b767b70afb93617db7d4894a4800e,3,Sports
"Rookie GM Brian Gregory says he’s ready to rebuild the Suns, touts closeness with owner Mat Ishbia","Rookie GM Brian Gregory says he’s ready to rebuild the Suns, touts closeness with owner Mat Ishbia",https://apnews.com/article/suns-brian-gregory-mat-ishbia-d2c50b6f4b64910344e9099a98cd4915,3,Sports
"Mobley, Garland and Hunter declared out for Cavaliers going into Game 2 against Pacers","Mobley, Garland and Hunter declared out for Cavaliers going into Game 2 against Pacers",https://apnews.com/article/nba-playoffs-cavaliers-garland-mobley-hunter-fa38bf9a73ee82ac91f550ae901dbf67,3,Sports
Raleigh’s pinch-hit single in 9th inning sends Mariners past Athletics 5-3,Raleigh’s pinch-hit single in 9th inning sends Mariners past Athletics 5-3,https://apnews.com/article/mariners-athletics-score-raleigh-rodriguez-d5462a9a48728e24ee77a559cdcd6768,3,Sports
Verlander winless in 8 starts with the Giants,Verlander winless in 8 starts with the Giants,https://apnews.com/article/giants-justin-verlander-2632d6a004e07ae8a87470c429abea41,3,Sports
O’Hoppe and Moncada deliver in Angels’ big 8th-inning rally for 8-3 victory over Blue Jays,O’Hoppe and Moncada deliver in Angels’ big 8th-inning rally for 8-3 victory over Blue Jays,https://apnews.com/article/angels-blue-jays-score-6690cc1971596794352740ed8f3cf36a,3,Sports
Gallen frustrates the Mets for the 2nd time in a week and leads the Diamondbacks to a 5-1 win,Gallen frustrates the Mets for the 2nd time in a week and leads the Diamondbacks to a 5-1 win,https://apnews.com/article/mets-diamondbacks-score-gallen-faf6372095cbc18b0b2d1e770deae3d3,3,Sports
Frederik Andersen returns from missing end of 1st round to help Hurricanes beat Capitals in Game 1,Frederik Andersen returns from missing end of 1st round to help Hurricanes beat Capitals in Game 1,https://apnews.com/article/frederik-andersen-carolina-hurricanes-capitals-553e8b1b5d209218d1f7844f97b4846c,3,Sports
Wild GM Guerin aims for Kaprizov extension and aggressive summer spending with cap constraints gone,Wild GM Guerin aims for Kaprizov extension and aggressive summer spending with cap constraints gone,https://apnews.com/article/wild-guerin-kaprizov-salary-cap-d8d3c353404578477610ab34e1bbb6d5,3,Sports
LA Kings president expects coach Jim Hiller to remain in charge after GM Blake’s replacement hired,LA Kings president expects coach Jim Hiller to remain in charge after GM Blake’s replacement hired,https://apnews.com/article/kings-nhl-blake-hiller-robitaille-d72ce1b3b907cf61be0c988e72decfeb,3,Sports
America’s legal system is confusing. Here are some of the common terms used in the Trump lawsuits,America’s legal system is confusing. Here are some of the common terms used in the Trump lawsuits,https://apnews.com/article/trump-lawsuits-definitions-legal-terms-glossary-ce28a2ef1493990e9f9de1776f30dba4,1,Politics
"Trump plans to announce the US will call the Persian Gulf the Arabian Gulf, officials tell AP","Trump plans to announce the US will call the Persian Gulf the Arabian Gulf, officials tell AP",https://apnews.com/article/trump-persian-gulf-saudi-arabia-ce30874c27bc01426d93ad3c65a18844,1,Politics
"Ground Game: Trump team projects calm, Thune’s ‘old fashioned’ approach, and Bukele to visit the White House","Ground Game: Trump team projects calm, Thune’s ‘old fashioned’ approach, and Bukele to visit the White House",https://apnews.com/newsletter/ground-game/april-14-2025,1,Politics
Trump says only 21 hostages held by Hamas in Gaza now believed to be alive,Trump says only 21 hostages held by Hamas in Gaza now believed to be alive,https://apnews.com/article/trump-hamas-gaza-israel-hostages-netanyahu-7848cad17dd47baaf21d171f3f5ea40d,2,Arts/Culture/Celebrities
New York GOP congressman hit with questions about Trump during raucous town hall,New York GOP congressman hit with questions about Trump during raucous town hall,https://apnews.com/video/new-york-gop-congressman-hit-with-questions-about-trump-during-raucous-town-hall-6bebe1fe2b3f4743b2b3d38d87a0782c,1,Politics
Trump says he wants to reopen the Alcatraz prison because it’s a powerful symbol of law and order,Trump says he wants to reopen the Alcatraz prison because it’s a powerful symbol of law and order,https://apnews.com/video/trump-says-he-wants-to-reopen-the-alcatraz-prison-because-its-a-powerful-symbol-of-law-and-order-9249c3215b254784898e514cd208b7d0,1,Politics
Trump does impression of transgender weightlifter during Alabama speech,Trump does impression of transgender weightlifter during Alabama speech,https://apnews.com/video/trump-does-impression-transgender-weightlifters-during-alabama-speech-29153fe7eae6429c8c3abddd46019445,1,Politics
Core Democratic groups are preparing to be targeted by the Trump administration,Core Democratic groups are preparing to be targeted by the Trump administration,https://apnews.com/article/democrats-trump-actblue-indivisible-legal-threat-fbi-42f502bcb5888b12628629710c6eb21b,1,Politics
"Even in Alabama, some Republicans worry about Trump’s sweeping agenda","Even in Alabama, some Republicans worry about Trump’s sweeping agenda",https://apnews.com/article/trump-alabama-republicans-doge-tariffs-e8d6561f1be73a557842c1342d5084b4,1,Politics
Where are federal jobs affected by DOGE cuts? A look at congressional districts across the US,Where are federal jobs affected by DOGE cuts? A look at congressional districts across the US,https://apnews.com/article/doge-federal-job-cuts-congressional-districts-data-5d79e2a7ef2160166b0bee59dfa4e9e2,1,Politics
Trump’s transactional approach to diplomacy is a driving force on the world stage,Trump’s transactional approach to diplomacy is a driving force on the world stage,https://apnews.com/article/trump-transactional-diplomacy-tariffs-russia-ukraine-canada-e70f0e800b1c7891a0fa4f21a28c67af,1,Politics
Top US officials will meet with Chinese delegation in Switzerland in first major talks of trade war,Top US officials will meet with Chinese delegation in Switzerland in first major talks of trade war,https://apnews.com/article/trump-china-trade-switzerland-bessent-2a3335ed92989dc4b3a74ea550b79b3f,1,Politics
Senate confirms Bisignano to lead Social Security Administration as agency faces DOGE overhaul,Senate confirms Bisignano to lead Social Security Administration as agency faces DOGE overhaul,https://apnews.com/article/social-security-administration-bisignano-trump-doge-7ec043009064a58be57ce1465dec0481,1,Politics
Canada’s Carney becomes the latest foreign leader to get the Trump treatment in the Oval Office,Canada’s Carney becomes the latest foreign leader to get the Trump treatment in the Oval Office,https://apnews.com/article/donald-trump-mark-carney-oval-office-a6a9118ea26692c9658fde5c7355ce39,1,Politics
"Trump, Carney faceoff in Oval Office leaves gaping differences on tariffs, 51st state","Trump, Carney faceoff in Oval Office leaves gaping differences on tariffs, 51st state",https://apnews.com/article/canada-prime-minister-carney-trump-c279642998197ecb212f39bf38184388,1,Politics
"Supreme Court allows Trump ban on transgender members of the military to take effect, for now","Supreme Court allows Trump ban on transgender members of the military to take effect, for now",https://apnews.com/article/supreme-court-transgender-military-ban-ef67038857bd5b99e128bf0b8866afb4,1,Politics
Vice chair of the National Transportation Safety Board is unexpectedly removed from position,Vice chair of the National Transportation Safety Board is unexpectedly removed from position,https://apnews.com/article/ntsb-vice-chair-removed-66319c7d69f248a9cbaf012845211922,1,Politics
Lawmakers seek to rein in citizen ballot initiatives with new requirements for petitions,Lawmakers seek to rein in citizen ballot initiatives with new requirements for petitions,https://apnews.com/article/citizen-ballot-initiative-petition-2be9e9c2900d17d93ac588b136039d56,1,Politics
"Alabama lawmakers approve tax cuts for food, diapers and other items","Alabama lawmakers approve tax cuts for food, diapers and other items",https://apnews.com/article/alabama-legislature-tax-cut-food-education-daa9df493bf0bcf31828f873d06bb397,1,Politics
A man with an open asylum case was deported. His lawyers want to know if there are others,A man with an open asylum case was deported. His lawyers want to know if there are others,https://apnews.com/article/trump-deportation-settlement-el-salvador-77475d1e00b7e12ee2950e97df869d60,1,Politics
Judge expresses sympathy for fired federal workers but questions if reinstatement is proper remedy,Judge expresses sympathy for fired federal workers but questions if reinstatement is proper remedy,https://apnews.com/article/trump-federal-workers-fired-court-b54674c187fbe9a9d07555ee7ce9b3a6,1,Politics
"The Met Gala is over, but dandyism isn’t. Here’s how to dress like a dandy in everyday life","The Met Gala is over, but dandyism isn’t. Here’s how to dress like a dandy in everyday life",https://apnews.com/article/dandyism-real-life-met-gala-d8c1f0e772deb01a8dbbeb8c3440f089,0,Business
"Dandyism was at the heart of Monday’s Met Gala, where many of the world’s most famous and influential tastemakers donned their luxury best to kick off the “Superfine: Tailoring Black Style” exhibit.","The Met Gala is over, but dandyism isn’t. Here’s how to dress like a dandy in everyday life",https://apnews.com/article/dandyism-real-life-met-gala-d8c1f0e772deb01a8dbbeb8c3440f089,0,Business
Smokey Robinson accused by former housekeepers of sexual assault and rape,Smokey Robinson accused by former housekeepers of sexual assault and rape,https://apnews.com/article/smokey-robinson-la-lawsuit-sexual-assault-1512119eb018782fffad29d1d0358724,3,Sports
"In pinstripes and hats, with canes and twists on suiting, Met Gala crowd largely did menswear proud","In pinstripes and hats, with canes and twists on suiting, Met Gala crowd largely did menswear proud",https://apnews.com/article/met-gala-fashion-2025-best-worst-dressed-9a93c25c4bf01db1e35450d7f21f744c,0,Business
Man arrested after ramming car into front gate of Jennifer Aniston’s Los Angeles home,Man arrested after ramming car into front gate of Jennifer Aniston’s Los Angeles home,https://apnews.com/article/jennifer-aniston-los-angeles-home-arrest-crash-22242e5a78afcb304b7d2d91bb4748c5,3,Sports
Things to know about the trial of Sean ‘Diddy’ Combs,Things to know about the trial of Sean ‘Diddy’ Combs,https://apnews.com/article/diddy-combs-trial-jury-cassie-20ad227adf8fe2e03caf782c2f3c1063,3,Sports
Summer Movie Guide 2025: Here’s what’s coming to theaters and streaming from May to August,Summer Movie Guide 2025: Here’s what’s coming to theaters and streaming from May to August,https://apnews.com/article/summer-movie-calendar-2025-2d86914fb9442fb0149f7cc13616f1a8,0,Business
James Gunn predicts summer of ‘Superman’ to the rescue of the box office,James Gunn predicts summer of ‘Superman’ to the rescue of the box office,https://apnews.com/article/warner-bros-superman-james-gunn-c2c66cf059138b1cfa90da8d9dc24e19,0,Business
Summer Movies: 11 breakout actors to watch,Summer Movies: 11 breakout actors to watch,https://apnews.com/article/summer-movies-2025-breakout-stars-c10ca7245748efdd6b7173aad61e9106,0,Business
"Movie Review: ‘Thunderbolts’ is Marvel, and Florence Pugh, in high gear","Movie Review: ‘Thunderbolts’ is Marvel, and Florence Pugh, in high gear",https://apnews.com/article/thunderbolts-review-marvel-florence-pugh-6617d8217ed6c96a364e10132ae98394,0,Business
"Meet David Corenswet, cinema’s new Superman","Meet David Corenswet, cinema’s new Superman",https://apnews.com/article/superman-david-corenswet-summer-movie-preview-28021942374758920088a7e5891855e8,3,Sports
"Movie Review: ‘Rust’ is a serviceable Western, haunted throughout by its tragic offscreen history","Movie Review: ‘Rust’ is a serviceable Western, haunted throughout by its tragic offscreen history",https://apnews.com/article/rust-movie-review-alec-baldwin-shooting-289861a894b85b6e1c0ddf735da8942d,3,Sports
Movie Review: Thriller ‘The Surfer’ brings Nicolas Cage to a boil,Movie Review: Thriller ‘The Surfer’ brings Nicolas Cage to a boil,https://apnews.com/article/surfer-review-nicolas-cage-311b8242c24b50ba6189de63cdfdaa10,3,Sports
Movie Review: ‘April’ is shattering and essential,Movie Review: ‘April’ is shattering and essential,https://apnews.com/article/april-review-dea-kulumbegashvili-c33455c1989893afe678f8cc6d5edfec,0,Business
"Movie Review: A tactile, retro-coded fantasy in ‘The Legend of Ochi’","Movie Review: A tactile, retro-coded fantasy in ‘The Legend of Ochi’",https://apnews.com/article/legend-of-ochi-movie-review-aa4ee5a43fa992e9a05d375a3d73b90e,0,Business
Trump has threatened a 100% tariff on movies made outside the US. Here’s what we know,Trump has threatened a 100% tariff on movies made outside the US. Here’s what we know,https://apnews.com/article/trump-tariffs-foreign-movies-films-8008248fc08c748a7e8a174306ba66ba,1,Politics
US and China to start talks over trade war this week,US and China to start talks over trade war this week,https://www.bbc.com/news/articles/c8rgrejkvmjo,1,Politics
UK and India agree trade deal after three years of talks,UK and India agree trade deal after three years of talks,https://www.bbc.com/news/articles/c5y6y90e5vzo,1,Politics
Analysis: UK-India deal secured as Trump tariffs everywhere,Faisal Islam: Trump tariffs may have helped drive UK-India trade deal,https://www.bbc.com/news/articles/cn919g2v3w2o,1,Politics
EU plans to end Russian gas imports by end of 2027,EU plans to end Russian gas imports by end of 2027,https://www.bbc.com/news/articles/c04547pr9vqo,1,Politics
UK's Deliveroo to be bought by US firm DoorDash in £2.9bn deal,UK's Deliveroo to be bought by US firm DoorDash in £2.9bn deal,https://www.bbc.com/news/articles/c5yr1nz7jwko,1,Politics
Car giant Ford and Barbie maker Mattel warn over tariffs costs,Car giant Ford and Barbie maker Mattel warn over tariffs costs,https://www.bbc.com/news/articles/cly1e7ll07do,1,Politics
India worried about Chinese 'dumping' as trade tensions with Trump escalate,India worried about Chinese 'dumping' as trade tensions with Trump escalate,https://www.bbc.com/news/articles/ckg5d505v8xo,1,Politics
Colombia's wind farms bring promise and pain for indigenous group,Colombia's wind farms bring promise and pain for indigenous group,https://www.bbc.com/news/articles/ckg2ekjjgldo,1,Politics
Deported gang members get second chance at call centre,Deported gang members get second chance at call centre,https://www.bbc.com/news/articles/c93g2e332d9o,1,Politics
The ex-Google exec who wants to simplify your life,Why Marissa Mayer wants you to spend less time tapping your phone screen,https://www.bbc.com/worklife/article/20250313-the-ex-google-exec-who-wants-to-simplify-your-life,0,Business
Deliveroo deal shows UK still can't hang on to big firms,Deliveroo deal shows UK still can't hang on to big firms,https://www.bbc.com/news/articles/cvgp22d2kexo,1,Politics
Trump considering 100% tariffs on movies not made in the US,Trump considering 100% tariffs on movies not made in the US,https://www.bbc.com/news/articles/cjr7e2z1rxyo,1,Politics
OpenAI says non-profit will remain in control after backlash,OpenAI says non-profit will remain in control after backlash,https://www.bbc.com/news/articles/cwy603eg0w8o,1,Politics
Trump film tariffs to be part of UK-US trade talks,Trump film tariffs to be part of UK-US trade talks,https://www.bbc.com/news/articles/cz01kx3yrmvo,1,Politics
What impact might Trump's Hollywood tariffs plan have?,What impact might Trump's Hollywood tariffs plan have?,https://www.bbc.com/news/articles/cwy04kjwk09o,1,Politics
Elon Musk's Starbase in Texas will officially become a city,Elon Musk's Starbase in Texas will officially become a city,https://www.bbc.com/news/articles/c39j8rj4nmmo,1,Politics
"Seeking spending cuts, GOP targets a tax hospitals love to pay Republicans, on the hunt for spending cuts, are eying a special kind of Medicaid tax that nearly every state uses to boost funding for hospitals, nursing homes, and other providers. 35M AGO","Seeking spending cuts, GOP lawmakers target a tax hospitals love to pay",https://www.cbsnews.com/news/gop-spending-cuts-medicaid-tax-hospitals/,1,Politics
"Trump slams Newsom after California governor proposes federal film tax credit President Trump slammed Gavin Newsom on Tuesday, just hours after the California governor asked for collaboration on a massive national film tax credit. 4H AGO","Trump slams Newsom after California governor proposes federal film tax credit to ""Make America Film Again""",https://www.cbsnews.com/news/president-trump-gavin-newsom-film-tariffs-tax-credit/,1,Politics
"Trump administration may soon deport migrants to Libya, U.S. officials say The deportations, expected to be operated by the U.S. military, could start as early as this week, two U.S. officials told CBS News. 6H AGO","Trump administration may soon deport migrants to Libya, U.S. officials say",https://www.cbsnews.com/news/trump-administration-may-soon-deport-migrants-to-libya/,1,Politics
"For second time in 8 days, fighter jet assigned to USS Truman is lost in Red Sea Two pilots suffered minor injuries in the ordeal. 6H AGO","For second time in 8 days, U.S. fighter jet assigned to USS Truman is lost in Red Sea",https://www.cbsnews.com/news/u-s-fighter-jet-assigned-to-uss-truman-lost-red-sea-second-time/,1,Politics
Trump says fewer than 2 dozen hostages believed to still be alive in Gaza President Trump's comments came as Israel approved plans on Monday to seize the Gaza Strip and to stay in the Palestinian territory for an unspecified amount of time. 8H AGO,Trump says fewer than 2 dozen hostages believed to still be alive in Gaza,https://www.cbsnews.com/news/trump-says-less-than-2-dozen-hostages-believed-to-be-alive-in-gaza/,2,Arts/Culture/Celebrities
Trump touts $9 trillion in new U.S. investment. The numbers don't add up. Many investments Mr. Trump claims credit for predate his return to office or are based on vague future pledges. Here's a fact check of his claims. 9H AGO,Trump touts $9 trillion in new U.S. investment. The numbers don't add up.,https://www.cbsnews.com/news/fact-check-trump-9-trillion-us-investments/,1,Politics
"Senate Democrats rally against crypto bill amid criticism of Trump's industry ties Sen. Elizabeth Warren is urging other Democrats not to support a bipartisan crypto regulation bill, as Democrats warn about President Trump's ties to crypto. 10H AGO",Senate Democrats rally against crypto bill amid criticism of Trump's ties to the industry,https://www.cbsnews.com/news/senate-democrats-genius-act-stablecoin-crypto-bill-trump/,1,Politics
Ed Martin's judicial nomination may be at risk as Tillis says he'll vote against him Senate Majority Leader John Thune said it looks like Martin's nomination probably won't make it out of committee. 12H AGO,Ed Martin's judicial nomination may be at risk as Tillis says he'll vote against him,https://www.cbsnews.com/news/ed-martin-judicial-nomination-jeopardy-thom-tillis/,1,Politics
"Trump says U.S. will stop bombing Houthis after group ""capitulated"" The Houthis have not publicly confirmed a deal with President Trump, who said the group indicated ""they don't want to fight anymore."" 13H AGO","Trump says U.S. will stop bombing Houthis after group ""capitulated""",https://www.cbsnews.com/news/trump-houthis-ceasefire-bombing-over-capitulated/,1,Politics
"Trump calls Obama Library ""a disaster,"" blames ""woke"" construction President Trump took shots at the Obama Presidential Center in Chicago while meeting with the new Canadian prime minister Tuesday, calling it ""a disaster"" and blaming ""woke"" construction workers. 14H AGO","President Trump calls Chicago's Obama Presidential Center ""a disaster,"" blames ""woke"" construction",https://www.cbsnews.com/news/president-trump-obama-presidential-center-disaster-blames-woke-construction/,1,Politics
"Watch Mark Carney tell Trump Canada will not be 51st state President Trump and Canadian Prime Minister Mark Carney met in the Oval Office, where Carney told Mr. Trump that Canada is not for sale, and never will be. 14H AGO","Watch Mark Carney tell Trump Canada will not be 51st state: ""There are some places that are never for sale""",https://www.cbsnews.com/news/mark-carney-trump-meeting-video-canada-not-for-sale/,1,Politics
Supreme Court lets Trump enforce transgender military ban for now President Trump issued an executive order in January that targeted active-duty and prospective service members with gender dysphoria. 13H AGO,Supreme Court clears way for Trump administration to enforce transgender military ban for now,https://www.cbsnews.com/news/supreme-court-trump-transgender-military-ban/,1,Politics
Second judge blocks Trump administration's use of Alien Enemies Act A federal judge in New York said President Trump's proclamation invoking the Alien Enemies Act exceeded the scope of the law. 15H AGO,Second judge blocks Trump administration's use of Alien Enemies Act to remove certain migrants,https://www.cbsnews.com/news/judge-blocks-trump-alien-enemies-act-southern-district-of-new-york/,1,Politics
Department of Transportation is latest federal agency expecting layoffs Transportation Secretary Sean Duffy informed DOT employees during a town hall that the layoffs are expected soon. 17H AGO,Department of Transportation is latest federal agency expecting layoffs,https://www.cbsnews.com/news/department-of-transportation-layoffs-federal-agencies/,1,Politics
"House GOP leaders look to reassure conference on ""big, beautiful bill"" momentum House GOP leaders stressed early this week that the budget package central to President Trump's agenda remains on track even as they acknowledged a delay. 15H AGO","House GOP leaders look to reassure conference on momentum amid delays on Trump's ""big, beautiful bill""",https://www.cbsnews.com/news/trump-budget-big-beautiful-bill-house-republicans-momentum/,1,Politics
"Pakistan's leader vows to avenge India's ""act of war"" 1H AGO","Pakistan's leader vows to avenge India's strikes, calling them an ""act of war""",https://www.cbsnews.com/news/india-pakistan-kashmir-strikes-sharif-revenge-modi/,1,Politics
When will the 2025 conclave bring a new pope? UPDATED 53M AGO,When will the 2025 conclave bring a new pope? Here's how long it's taken to see white smoke in the past,https://www.cbsnews.com/news/conclave-2025-when-will-cardinals-replace-pope-francis/,0,Business
"For second time in 8 days, fighter jet assigned to USS Truman is lost in Red Sea 6H AGO","For second time in 8 days, U.S. fighter jet assigned to USS Truman is lost in Red Sea",https://www.cbsnews.com/news/u-s-fighter-jet-assigned-to-uss-truman-lost-red-sea-second-time/,1,Politics
Trump wants the Fed to cut rates today. Will it oblige? 15H AGO,Trump wants the Fed to cut rates on Wednesday. Will Jerome Powell oblige?,https://www.cbsnews.com/news/trump-fed-rate-cut-jerome-powell-may-7-fomc-meeting/,1,Politics
What U.S. Catholics are looking for in the next pope — CBS News poll 12H AGO,New pope could be elected in days. Here's what U.S. Catholics are looking for — CBS News poll,https://www.cbsnews.com/news/cbs-news-poll-us-catholics-look-to-next-pope/,0,Business
Senate Democrats rally against crypto bill amid criticism of Trump's industry ties 10H AGO,Senate Democrats rally against crypto bill amid criticism of Trump's ties to the industry,https://www.cbsnews.com/news/senate-democrats-genius-act-stablecoin-crypto-bill-trump/,1,Politics
"HHS revokes some layoff notices, including to 9/11 program 10H AGO","HHS revokes some layoff notices, including to 9/11 program",https://www.cbsnews.com/news/hhs-revokes-some-layoff-notices-including-to-911-program/,1,Politics
Trump says fewer than 2 dozen hostages believed to still be alive in Gaza 8H AGO,Trump says fewer than 2 dozen hostages believed to still be alive in Gaza,https://www.cbsnews.com/news/trump-says-less-than-2-dozen-hostages-believed-to-be-alive-in-gaza/,2,Arts/Culture/Celebrities
"Trump administration may soon deport migrants to Libya, U.S. officials say","Trump administration may soon deport migrants to Libya, U.S. officials say",https://www.cbsnews.com/news/trump-administration-may-soon-deport-migrants-to-libya/,1,Politics
5 charged after migrant boat capsized off San Diego coast,5 charged after migrant boat capsizes off San Diego; Noem asks DOJ for death penalty,https://www.cbsnews.com/news/san-diego-migrant-boat-human-smuggling/,3,Sports
"Tinx tackles cancel culture, romance in debut novel ""Hotter in the Hamptons"" Christina Najjar, known as Tinx, says she wanted the heroine in her debut novel ""Hotter in the Hamptons"" to be messy ""so that readers could see themselves in her."" 16H AGO","Tinx tackles cancel culture and romance in debut novel ""Hotter in the Hamptons""",https://www.cbsnews.com/news/tinx-hotter-in-the-hamptons-debut-novel-cancel-culture/,0,Business
"Kamala Harris makes Met Gala debut, says art and politics are related Kamala Harris made an appearance at the 2025 Met Gala on Monday, days after her anticipated return to the public stage where she delivered her first major speech since losing the 2024 presidential election. MAY 5","Kamala Harris makes Met Gala debut, says art and politics are related",https://www.cbsnews.com/news/kamala-harris-met-gala-2025/,0,Business
"A$AP Rocky confirms baby No. 3 with Rihanna at the 2025 Met Gala Rihanna and A$AP Rocky are expecting their third child, the rapper confirmed on Sunday at the Met Gala. MAY 5",A$AP Rocky confirms baby No. 3 with Rihanna at the 2025 Met Gala,https://www.cbsnews.com/news/rihanna-pregnant-2025-met-gala-asap-rocky/,0,Business
"Diana Ross stuns Met Gala blue carpet with 18-foot long train As 81-year-old Diana Ross entered the Met Gala, several people helped carry the legendary singer's massive shawl train flowing behind her. MAY 5",Diana Ross stuns Met Gala blue carpet with 18-foot long train,https://www.cbsnews.com/news/diana-ross-met-gala-2025/,0,Business
Here's how much it costs to attend the 2025 Met Gala Ticket prices to the 2025 Met Gala run more than the average down payment on a house — if you can snag an invite. MAY 5,How much does it cost to attend the 2025 Met Gala?,https://www.cbsnews.com/news/2025-met-gala-ticket-cost/,0,Business
"What to know as Sean ""Diddy"" Combs' sex trafficking trial starts Jury selection has started in music mogul Sean ""Diddy"" Combs' sex-trafficking trial. Here's what to know. 20H AGO","Sean ""Diddy"" Combs' sex trafficking trial is underway. Here's what to know about the charges, evidence and more.",https://www.cbsnews.com/news/sean-diddy-combs-trial-sex-trafficking-charges-evidence/,3,Sports
"Trump says he will impose 100% tariffs on movies produced outside U.S. President Trump on Sunday announced movies as his latest target for tariffs because the U.S. movie industry ""is DYING a very fast death."" MAY 5",Trump announces he will impose 100% tariffs on movies produced outside the U.S.,https://www.cbsnews.com/news/trump-movies-tariffs-hollywood/,1,Politics
Brazilian police arrest 2 in thwarted bomb plot at Lady Gaga Rio concert Organizers of a free Lady Gaga concert in Rio de Janeiro said the event drew more than 2 million to Copacabana Beach. MAY 5,Brazilian police arrest 2 in thwarted bomb plot at Lady Gaga Rio concert with 2 million fans,https://www.cbsnews.com/news/lady-gaga-free-concert-copacabana-beach-rio-de-janeiro-brazil-two-million-fans/,3,Sports
"How Matisse became a name in pottery When Alex Matisse founded East Fork Pottery, in Asheville, N.C., he didn't want to use the name of his great-grandfather, artist Henri Matisse. But after business took off, Alex decided it was time – and now graces his ceramics with the imagery of his famous forebear. MAY 4",How Matisse became a name in pottery,https://www.cbsnews.com/news/how-matisse-became-a-name-in-pottery/,3,Sports
"Cole Escola on the hit Broadway farce ""Oh, Mary!"" The actor-playwright received two Tony nominations for the over-the-top comedy about Mary Todd Lincoln and her secret passion of becoming a cabaret star, while her husband, Abe, is trying to win the Civil War. MAY 4","Cole Escola on the hit Broadway farce ""Oh, Mary!""",https://www.cbsnews.com/news/cole-escola-on-the-hit-broadway-farce-oh-mary/,0,Business
"Pakistan's leader vows to avenge India's ""act of war"" 2H AGO","Pakistan's leader vows to avenge India's strikes, calling them an ""act of war""",https://www.cbsnews.com/news/india-pakistan-kashmir-strikes-sharif-revenge-modi/,1,Politics
When will the 2025 conclave bring a new pope? 1H AGO,When will the 2025 conclave bring a new pope? Here's how long it's taken to see white smoke in the past,https://www.cbsnews.com/news/conclave-2025-when-will-cardinals-replace-pope-francis/,0,Business
"For second time in 8 days, fighter jet assigned to USS Truman is lost in Red Sea 7H AGO","For second time in 8 days, U.S. fighter jet assigned to USS Truman is lost in Red Sea",https://www.cbsnews.com/news/u-s-fighter-jet-assigned-to-uss-truman-lost-red-sea-second-time/,1,Politics
Trump wants the Fed to cut rates today. Will it oblige? 16H AGO,Trump wants the Fed to cut rates on Wednesday. Will Jerome Powell oblige?,https://www.cbsnews.com/news/trump-fed-rate-cut-jerome-powell-may-7-fomc-meeting/,1,Politics
What U.S. Catholics are looking for in the next pope — CBS News poll 12H AGO,New pope could be elected in days. Here's what U.S. Catholics are looking for — CBS News poll,https://www.cbsnews.com/news/cbs-news-poll-us-catholics-look-to-next-pope/,0,Business
